,user_id,place_id,rating,user,place,rates
1993,29,1145,3.3,98,124,3.3
1994,250,1237,3.4,48,444,3.4
1995,53,1588,3.3,220,306,3.3
1996,157,1593,4.2,26,163,4.2
1997,151,1072,3.3,60,335,3.3
1998,185,1121,4.3,10,378,4.3
1999,178,1616,4.6,126,318,4.6
2000,21,1297,3.9,102,221,3.9
2001,112,1362,4.1,99,629,4.1
2002,171,1523,4.8,28,476,4.8
2003,138,1435,4.1,229,108,4.1
2004,233,1553,3.4,59,298,3.4
2005,76,1269,3.7,192,653,3.7
2006,30,1289,4.1,88,235,4.1
2007,125,1528,3.3,173,347,3.3
2008,51,1192,4.2,12,75,4.2
2009,161,1128,5.0,0,438,5.0
2010,146,1185,4.3,96,594,4.3
2011,78,1452,3.7,174,633,3.7
2012,22,1257,3.7,136,432,3.7
2013,64,1489,4.9,87,303,4.9
2014,21,1001,4.7,102,404,4.7
2015,129,1653,3.9,110,142,3.9
2016,241,1354,3.7,205,228,3.7
2017,107,1488,4.4,32,556,4.4
2018,116,1638,3.6,118,563,3.6
2019,124,1490,3.2,157,70,3.2
2020,143,1198,3.6,81,26,3.6
2021,36,1390,3.9,165,210,3.9
2022,47,1366,3.5,175,76,3.5
2023,182,1081,3.4,183,612,3.4
2024,214,1400,3.0,132,408,3.0
2025,32,1111,4.3,138,332,4.3
2026,186,1395,4.2,34,198,4.2
2027,174,1071,3.4,122,487,3.4
2028,54,1245,4.9,13,307,4.9
2029,161,1645,3.8,0,321,3.8
2030,250,1132,3.1,48,605,3.1
2031,233,1173,3.4,59,9,3.4
2032,167,1280,4.4,74,659,4.4
2033,23,1125,3.4,53,503,3.4
2034,171,1439,3.1,28,395,3.1
2035,183,1354,4.2,234,228,4.2
2036,2,1464,4.0,164,346,4.0
2037,194,1200,4.5,139,62,4.5
2038,166,1568,4.5,106,660,4.5
2039,247,1606,4.9,27,15,4.9
2040,243,1207,3.1,57,102,3.1
2041,157,1375,3.1,26,630,3.1
2042,244,1205,5.0,20,190,5.0
2043,110,1360,4.3,117,460,4.3
2044,124,1002,4.4,157,371,4.4
2045,67,1654,3.2,232,292,3.2
2046,231,1460,3.1,159,434,3.1
2047,71,1677,3.3,2,211,3.3
2048,164,1592,3.9,186,122,3.9
2049,29,1565,3.2,98,116,3.2
2050,119,1311,3.9,104,53,3.9
2051,165,1177,4.1,105,523,4.1
2052,113,1639,3.0,31,81,3.0
2053,250,1434,3.2,48,197,3.2
2054,228,1288,3.8,142,340,3.8
2055,215,1065,3.1,242,661,3.1
2056,45,1261,3.3,153,206,3.3
2057,16,1303,3.5,137,253,3.5
2058,240,1557,3.9,108,662,3.9
2059,31,1123,4.4,148,73,4.4
2060,162,1045,3.3,193,42,3.3
2062,193,1364,4.7,170,398,4.7
2063,210,1091,4.3,89,576,4.3
2064,122,1147,3.1,190,313,3.1
2065,190,1173,3.9,55,9,3.9
2066,232,1349,4.3,52,538,4.3
2067,171,1466,5.0,28,36,5.0
2068,184,1245,4.9,9,307,4.9
2069,248,1302,3.8,199,21,3.8
2070,15,1211,4.2,178,571,4.2
2071,176,1006,4.8,19,478,4.8
2072,49,1169,4.7,249,557,4.7
2073,209,1085,4.0,156,92,4.0
2074,172,1088,3.5,149,580,3.5
2075,10,1622,3.3,197,638,3.3
2076,20,1155,4.0,213,631,4.0
2077,70,1049,4.4,223,553,4.4
2078,8,1548,4.9,150,454,4.9
2079,173,1166,4.7,50,216,4.7
2080,34,1401,3.4,4,511,3.4
2081,224,1484,4.4,207,14,4.4
2082,179,1258,3.6,24,565,3.6
2083,246,1248,4.4,115,344,4.4
2084,234,1318,4.3,167,428,4.3
2085,4,1518,3.5,209,160,3.5
2086,108,1456,3.5,230,527,3.5
2087,242,1468,3.2,168,472,3.2
2088,167,1070,3.1,74,249,3.1
2089,212,1170,4.7,42,189,4.7
2090,24,1599,3.1,196,256,3.1
2091,216,1679,3.2,64,168,3.2
2092,55,1147,3.5,67,313,3.5
2093,26,1171,4.8,72,462,4.8
2094,25,1422,3.7,71,180,3.7
2095,36,1208,3.4,165,445,3.4
2096,71,1132,4.4,2,605,4.4
2097,202,1177,3.6,198,523,3.6
2098,186,1310,3.7,34,548,3.7
2099,239,1212,4.5,158,336,4.5
2100,12,1337,3.5,92,581,3.5
2101,129,1020,4.8,110,484,4.8
2102,116,1426,4.1,118,132,4.1
2103,178,1381,4.1,126,173,4.1
2104,153,1215,3.5,224,49,3.5
2105,208,1248,4.7,69,344,4.7
2106,133,1259,4.1,215,510,4.1
2107,83,1597,3.3,11,387,3.3
2108,196,1590,3.4,84,162,3.4
2109,6,1079,3.9,161,119,3.9
2110,26,1652,4.6,72,152,4.6
2111,113,1130,4.9,31,546,4.9
2112,103,1041,4.3,204,457,4.3
2113,120,1530,4.0,33,288,4.0
2114,183,1531,3.5,234,356,3.5
2115,167,1454,4.3,74,494,4.3
2116,9,1149,5.0,76,613,5.0
2117,45,1479,4.0,153,555,4.0
2118,244,1120,3.3,20,485,3.3
2119,14,1645,3.2,176,321,3.2
2120,112,1115,3.5,99,223,3.5
2121,55,1149,4.1,67,613,4.1
2122,137,1499,4.9,114,663,4.9
2123,15,1537,3.6,178,561,3.6
2124,37,1031,3.6,154,534,3.6
2125,178,1075,4.0,126,506,4.0
2126,127,1498,4.8,214,541,4.8
2127,117,1123,3.8,68,73,3.8
2128,84,1157,3.4,147,603,3.4
2129,72,1539,3.3,166,281,3.3
2130,96,1049,3.9,1,553,3.9
2131,111,1160,4.6,61,174,4.6
2132,149,1573,3.6,113,664,3.6
2133,185,1209,4.0,10,4,4.0
2134,105,1038,4.2,182,414,4.2
2135,147,1432,3.9,22,339,3.9
2136,221,1505,3.4,187,646,3.4
2137,58,1323,4.8,111,54,4.8
2138,95,1689,4.1,130,508,4.1
2139,118,1485,4.5,16,497,4.5
2140,6,1291,4.3,161,311,4.3
2141,4,1359,5.0,209,207,5.0
2142,43,1400,3.9,144,408,3.9
2143,93,1080,3.8,201,51,3.8
2144,42,1680,3.7,38,254,3.7
2145,3,1485,3.7,45,497,3.7
2146,129,1599,3.6,110,256,3.6
2147,236,1146,5.0,77,8,5.0
2148,183,1579,4.7,234,280,4.7
2149,15,1253,3.6,178,624,3.6
2150,47,1580,3.6,175,514,3.6
2151,85,1669,3.2,86,167,3.2
2152,174,1678,4.8,122,279,4.8
2153,58,1350,3.7,111,498,3.7
2154,223,1178,4.1,125,598,4.1
2155,199,1162,4.8,200,200,4.8
2156,209,1419,3.8,156,52,3.8
2157,248,1600,4.6,199,479,4.6
2158,211,1494,3.9,246,513,3.9
2159,39,1578,4.4,247,665,4.4
2160,131,1334,3.9,91,287,3.9
2161,158,1095,3.8,240,295,3.8
2162,35,1675,5.0,233,431,5.0
2163,250,1033,4.2,48,657,4.2
2164,185,1173,3.7,10,9,3.7
2165,157,1434,3.5,26,197,3.5
2166,178,1269,3.1,126,653,3.1
2167,190,1076,4.4,55,98,4.4
2168,52,1388,3.7,152,635,3.7
2169,118,1224,4.6,16,304,4.6
2170,14,1337,3.7,176,581,3.7
2171,163,1646,3.7,162,666,3.7
2172,156,1409,4.6,17,481,4.6
2173,186,1024,4.0,34,178,4.0
2174,30,1338,4.8,88,606,4.8
2175,90,1148,4.2,14,469,4.2
2176,135,1151,3.5,202,536,3.5
2177,167,1005,4.1,74,136,4.1
2178,95,1058,3.0,130,545,3.0
2179,69,1069,3.6,29,299,3.6
2180,163,1563,3.4,162,416,3.4
2181,242,1545,4.3,168,19,4.3
2182,239,1355,3.3,158,608,3.3
2183,127,1366,3.6,214,76,3.6
2184,52,1644,3.7,152,521,3.7
2185,142,1032,3.0,141,532,3.0
2186,63,1259,3.1,70,510,3.1
2187,36,1398,3.6,165,192,3.6
2188,91,1279,3.4,93,451,3.4
2189,152,1418,3.2,216,40,3.2
2190,168,1072,3.3,128,335,3.3
2191,157,1583,4.7,26,609,4.7
2192,53,1487,4.4,220,591,4.4
2193,109,1681,4.0,238,82,4.0
2194,150,1664,4.8,51,239,4.8
2195,72,1171,3.1,166,462,3.1
2196,15,1171,3.7,178,462,3.7
2197,113,1421,4.6,31,632,4.6
2198,69,1027,4.3,29,58,4.3
2199,116,1522,5.0,118,588,5.0
2200,192,1168,4.9,221,357,4.9
2201,4,1415,3.3,209,331,3.3
2202,75,1156,4.9,243,406,4.9
2203,146,1571,4.9,96,353,4.9
2204,42,1425,3.7,38,286,3.7
2205,241,1037,5.0,205,441,5.0
2206,30,1445,3.1,88,110,3.1
2207,143,1263,4.3,81,121,4.3
2208,70,1414,3.5,223,275,3.5
2209,183,1402,3.3,234,145,3.3
2210,181,1106,4.2,219,24,4.2
2211,16,1093,3.6,137,607,3.6
2212,111,1441,4.3,61,218,4.3
2213,104,1436,4.1,95,522,4.1
2214,201,1593,3.8,109,163,3.8
2215,107,1017,3.4,32,47,3.4
2216,123,1478,4.2,194,559,4.2
2217,162,1514,4.7,193,379,4.7
2218,27,1035,4.2,18,156,4.2
2219,13,1142,4.2,39,151,4.2
2220,228,1680,4.0,142,254,4.0
2221,155,1677,3.8,184,211,3.8
2222,73,1677,3.9,63,211,3.9
2223,197,1381,5.0,181,173,5.0
2224,243,1144,4.5,57,137,4.5
2225,86,1367,3.9,180,377,3.9
2226,31,1685,3.9,148,87,3.9
2227,3,1143,4.0,45,567,4.0
2228,30,1673,4.3,88,128,4.3
2229,149,1474,3.9,113,463,3.9
2230,99,1561,4.4,90,627,4.4
2231,134,1042,3.7,82,429,3.7
2232,220,1630,3.8,145,585,3.8
2233,160,1531,4.7,227,356,4.7
2234,170,1241,3.7,36,91,3.7
2235,229,1290,4.9,248,593,4.9
2236,190,1638,3.3,55,563,3.3
2237,217,1282,3.5,208,20,3.5
2238,160,1689,3.9,227,508,3.9
2239,99,1380,4.6,90,464,4.6
2240,86,1294,4.5,180,351,4.5
2241,216,1265,3.3,64,667,3.3
2242,167,1037,3.5,74,441,3.5
2243,64,1097,4.2,87,505,4.2
2244,118,1279,3.6,16,451,3.6
2245,158,1559,3.8,240,668,3.8
2246,191,1057,4.0,112,373,4.0
2247,114,1209,4.2,210,4,4.2
2248,224,1151,3.5,207,536,3.5
2249,159,1197,3.3,131,634,3.3
2250,87,1222,3.8,120,425,3.8
2251,40,1068,3.2,80,101,3.2
2252,161,1053,4.1,0,227,4.1
2253,191,1387,4.7,112,143,4.7
2254,25,1310,3.2,71,548,3.2
2255,164,1415,3.2,186,331,3.2
2256,152,1164,3.2,216,139,3.2
2257,95,1027,4.7,130,58,4.7
2258,186,1161,3.2,34,669,3.2
2259,167,1418,5.0,74,40,5.0
2260,46,1257,3.7,8,432,3.7
2261,205,1457,3.7,134,31,3.7
2262,138,1295,3.2,229,309,3.2
2263,215,1462,4.2,242,502,4.2
2264,210,1526,4.2,89,636,4.2
2265,32,1645,4.0,138,321,4.0
2266,97,1243,3.6,218,194,3.6
2267,164,1250,3.7,186,381,3.7
2268,156,1380,3.6,17,464,3.6
2269,144,1204,3.9,43,273,3.9
2270,16,1626,3.7,137,443,3.7
2271,18,1640,4.4,41,95,4.4
2272,136,1167,3.6,35,490,3.6
2273,234,1126,3.7,167,333,3.7
2274,208,1376,3.9,69,531,3.9
2275,247,1527,3.0,27,352,3.0
2276,248,1625,4.0,199,361,4.0
2277,75,1225,3.5,243,459,3.5
2278,198,1275,3.1,78,325,3.1
2279,1,1304,4.8,188,245,4.8
2280,190,1369,3.6,55,188,3.6
2281,125,1456,3.9,173,527,3.9
2282,204,1509,4.7,37,294,4.7
2283,249,1387,3.3,21,143,3.3
2284,38,1105,4.7,83,570,4.7
2285,220,1225,3.5,145,459,3.5
2286,45,1175,4.2,153,238,4.2
2287,186,1316,4.4,34,258,4.4
2288,81,1225,4.8,15,459,4.8
2289,129,1060,4.2,110,647,4.2
2290,32,1281,3.9,138,250,3.9
2291,136,1117,4.1,35,289,4.1
2292,118,1610,3.4,16,328,3.4
2293,40,1430,4.4,80,205,4.4
2294,184,1482,3.4,9,27,3.4
2295,191,1416,4.1,112,442,4.1
2296,235,1242,4.3,245,179,4.3
2297,238,1213,4.8,66,437,4.8
2298,216,1482,3.9,64,27,3.9
2299,74,1469,4.6,195,501,4.6
2300,111,1618,3.3,61,544,3.3
2301,103,1139,3.3,204,186,3.3
2302,103,1171,4.0,204,462,4.0
2303,74,1656,4.2,195,623,4.2
2304,164,1202,4.3,186,0,4.3
2305,217,1402,4.5,208,145,4.5
2306,114,1270,3.6,210,244,3.6
2307,123,1276,4.2,194,154,4.2
2308,57,1483,3.4,58,468,3.4
2309,74,1154,3.4,195,12,3.4
2310,83,1617,3.1,11,392,3.1
2311,238,1477,4.5,66,138,4.5
2312,173,1122,4.0,50,153,4.0
2313,79,1231,3.5,47,542,3.5
2314,208,1674,4.1,69,199,4.1
2315,130,1607,3.7,151,32,3.7
2316,93,1293,4.7,201,403,4.7
2317,196,1533,4.1,84,366,4.1
2318,245,1215,3.1,94,49,3.1
2319,50,1420,5.0,6,59,5.0
2320,29,1684,3.1,98,670,3.1
2321,223,1009,4.4,125,7,4.4
2322,81,1043,3.9,15,449,3.9
2323,10,1529,3.5,197,94,3.5
2324,155,1445,4.4,184,110,4.4
2325,117,1637,3.3,68,315,3.3
2326,233,1278,4.7,59,104,4.7
2327,143,1382,3.5,81,644,3.5
2328,60,1674,3.7,62,199,3.7
2329,236,1191,4.3,77,2,4.3
2330,159,1294,3.0,131,351,3.0
2331,149,1349,3.9,113,538,3.9
2332,60,1290,4.8,62,593,4.8
2333,58,1684,4.4,111,670,4.4
2334,169,1557,3.8,185,662,3.8
2335,174,1566,4.3,122,402,4.3
2336,45,1202,4.9,153,0,4.9
2337,124,1204,3.4,157,273,3.4
2338,26,1151,4.1,72,536,4.1
2339,102,1215,3.5,236,49,3.5
2340,51,1618,4.7,12,544,4.7
2341,164,1641,4.4,186,671,4.4
2342,52,1226,4.6,152,422,4.6
2343,209,1034,4.9,156,579,4.9
2344,51,1268,3.5,12,672,3.5
2345,131,1642,3.1,91,399,3.1
2346,14,1230,3.6,176,572,3.6
2347,177,1046,3.8,73,213,3.8
2348,205,1395,4.3,134,198,4.3
2349,233,1060,4.6,59,647,4.6
2350,219,1392,3.7,46,396,3.7
2351,1,1359,3.9,188,207,3.9
2352,185,1373,4.6,10,226,4.6
2353,145,1011,3.5,103,417,3.5
2354,240,1028,3.4,108,297,3.4
2355,178,1366,4.2,126,76,4.2
2356,226,1066,3.9,235,130,3.9
2357,14,1243,4.9,176,194,4.9
2358,246,1405,3.7,115,458,3.7
2359,247,1156,4.5,27,406,4.5
2360,187,1383,4.2,163,263,4.2
2361,81,1511,3.1,15,170,3.1
2362,3,1516,3.2,45,209,3.2
2363,98,1054,3.4,49,242,3.4
2364,40,1599,3.3,80,256,3.3
2365,89,1116,3.7,177,115,3.7
2366,125,1302,4.2,173,21,4.2
2367,194,1329,4.2,139,171,4.2
2368,162,1201,4.2,193,164,4.2
2369,218,1227,3.2,140,530,3.2
2370,95,1288,4.2,130,340,4.2
2371,9,1588,3.8,76,306,3.8
2372,94,1569,4.8,30,430,4.8
2373,84,1516,4.8,147,209,4.8
2374,21,1083,4.5,102,673,4.5
2375,221,1453,4.4,187,183,4.4
2376,25,1494,3.2,71,513,3.2
2377,102,1192,3.2,236,75,3.2
2378,122,1346,4.7,190,85,4.7
2379,172,1036,3.9,149,237,3.9
2380,25,1469,3.9,71,501,3.9
2381,137,1217,4.7,114,470,4.7
2382,103,1579,4.2,204,280,4.2
2383,190,1058,3.4,55,545,3.4
2384,236,1468,3.4,77,472,3.4
2385,154,1461,3.0,40,602,3.0
2386,57,1473,4.4,58,375,4.4
2387,37,1022,4.0,154,364,4.0
2388,16,1088,4.9,137,580,4.9
2389,37,1486,4.4,154,537,4.4
2390,76,1508,3.2,192,674,3.2
2391,152,1507,3.3,216,549,3.3
2392,26,1196,4.0,72,358,4.0
2393,20,1047,4.8,213,655,4.8
2394,137,1108,3.5,114,465,3.5
2395,215,1361,4.7,242,219,4.7
2396,103,1116,3.6,204,115,3.6
2397,29,1284,3.5,98,362,3.5
2398,31,1044,4.8,148,507,4.8
2399,19,1212,3.1,3,336,3.1
2400,148,1212,4.3,127,336,4.3
2401,215,1430,3.1,242,205,3.1
2402,235,1643,4.6,245,529,4.6
2403,27,1066,4.7,18,130,4.7
2404,94,1412,4.8,30,675,4.8
2405,85,1451,3.4,86,37,3.4
2406,44,1431,3.2,155,60,3.2
2407,163,1298,4.0,162,368,4.0
2408,113,1281,3.5,31,250,3.5
2409,199,1125,4.2,200,503,4.2
2410,150,1245,4.0,51,307,4.0
2411,74,1639,3.3,195,81,3.3
2412,87,1391,4.5,120,386,4.5
2413,143,1186,4.6,81,400,4.6
2414,94,1451,4.9,30,37,4.9
2415,98,1205,3.8,49,190,3.8
2416,141,1420,3.7,203,59,3.7
2417,132,1660,3.4,211,642,3.4
2418,210,1106,3.4,89,24,3.4
2419,56,1616,3.6,143,318,3.6
2420,151,1316,5.0,60,258,5.0
2421,97,1080,3.2,218,51,3.2
2422,98,1467,3.5,49,25,3.5
2423,34,1682,3.2,4,350,3.2
2424,100,1062,3.5,121,117,3.5
2425,227,1495,3.2,129,597,3.2
2426,145,1356,4.0,103,477,4.0
2427,156,1326,3.9,17,74,3.9
2428,14,1483,3.3,176,468,3.3
2429,162,1630,3.3,193,585,3.3
2430,112,1453,4.3,99,183,4.3
2431,75,1328,3.8,243,282,3.8
2432,185,1152,3.1,10,446,3.1
2433,205,1068,4.8,134,101,4.8
2434,97,1049,3.8,218,553,3.8
2435,121,1055,4.2,222,676,4.2
2436,55,1410,4.8,67,11,4.8
2437,194,1051,3.8,139,43,3.8
2438,226,1488,4.6,235,556,4.6
2439,117,1681,4.8,68,82,4.8
2440,93,1085,3.3,201,92,3.3
2441,37,1147,4.8,154,313,4.8
2442,196,1619,3.2,84,420,3.2
2443,204,1678,3.6,37,279,3.6
2444,26,1596,4.6,72,112,4.6
2445,250,1103,4.8,48,421,4.8
2446,189,1622,4.4,212,638,4.4
2447,220,1521,3.2,145,66,3.2
2448,67,1205,4.0,232,190,4.0
2449,84,1478,4.1,147,559,4.1
2450,202,1322,3.6,198,225,3.6
2451,180,1252,5.0,97,84,5.0
2452,18,1180,3.7,41,220,3.7
2453,181,1102,3.4,219,543,3.4
2454,191,1074,3.2,112,265,3.2
2455,181,1312,3.8,219,558,3.8
2456,245,1377,4.4,94,374,4.4
2457,27,1584,3.5,18,72,3.5
2458,31,1077,4.5,148,640,4.5
2459,219,1549,3.3,46,176,3.3
2460,106,1325,3.9,206,120,3.9
2461,129,1079,4.4,110,119,4.4
2462,6,1016,3.3,161,418,3.3
2463,11,1368,4.2,228,261,4.2
2464,162,1138,4.6,193,175,4.6
2465,231,1223,4.2,159,568,4.2
2466,212,1662,4.0,42,217,4.0
2467,191,1553,4.7,112,298,4.7
2468,181,1678,5.0,219,279,5.0
2469,213,1202,3.4,65,0,3.4
2470,213,1396,4.4,65,677,4.4
2471,18,1372,3.2,41,125,3.2
2472,21,1259,3.1,102,510,3.1
2473,19,1594,3.6,3,447,3.6
2474,4,1664,4.9,209,239,4.9
2475,77,1013,4.1,171,678,4.1
2476,210,1232,3.5,89,526,3.5
2477,116,1439,3.3,118,395,3.3
2478,157,1621,4.8,26,370,4.8
2479,25,1353,3.7,71,363,3.7
2480,184,1496,3.6,9,343,3.6
2481,77,1438,4.7,171,679,4.7
2482,191,1453,4.2,112,183,4.2
2483,155,1147,3.3,184,313,3.3
2484,188,1418,3.8,101,40,3.8
2485,211,1441,4.9,246,218,4.9
2486,49,1007,4.8,249,654,4.8
2487,65,1532,3.1,75,50,3.1
2488,166,1090,3.5,106,680,3.5
2489,83,1654,3.3,11,292,3.3
2490,180,1358,4.1,97,410,4.1
2491,1,1394,4.5,188,323,4.5
2492,168,1524,3.6,128,204,3.6
2493,81,1104,4.5,15,131,4.5
2494,21,1128,4.3,102,438,4.3
2495,86,1149,4.5,180,613,4.5
2496,15,1581,4.9,178,41,4.9
2497,50,1051,3.8,6,43,3.8
2498,231,1526,3.7,159,636,3.7
2499,48,1516,4.4,146,209,4.4
2500,231,1237,4.6,159,444,4.6
2501,160,1391,3.4,227,386,3.4
2502,49,1578,4.7,249,665,4.7
2503,196,1606,3.1,84,15,3.1
2504,108,1227,3.0,230,530,3.0
2505,45,1642,3.3,153,399,3.3
2506,32,1282,5.0,138,20,5.0
2507,132,1451,4.0,211,37,4.0
2508,245,1152,3.1,94,446,3.1
2509,193,1200,5.0,170,62,5.0
2510,97,1006,4.5,218,478,4.5
2511,199,1121,4.7,200,378,4.7
2512,201,1509,3.4,109,294,3.4
2513,193,1566,3.2,170,402,3.2
2514,80,1290,4.0,231,593,4.0
2515,146,1453,4.5,96,183,4.5
2516,54,1149,4.3,13,613,4.3
2517,127,1216,4.3,214,625,4.3
2518,175,1129,4.5,7,5,4.5
2519,134,1239,3.5,82,184,3.5
2520,66,1133,4.3,239,317,4.3
2521,137,1249,3.8,114,38,3.8
2522,196,1048,3.1,84,681,3.1
2523,109,1630,3.4,238,585,3.4
2524,23,1096,4.6,53,610,4.6
2525,246,1261,4.8,115,206,4.8
2526,107,1197,3.6,32,634,3.6
2527,237,1005,3.4,116,136,3.4
2528,171,1132,3.1,28,605,3.1
2529,51,1534,4.9,12,236,4.9
2530,72,1511,4.4,166,170,4.4
2531,103,1011,4.9,204,417,4.9
2532,153,1317,4.7,224,278,4.7
2533,80,1003,3.7,231,337,3.7
2534,163,1019,3.2,162,212,3.2
2535,145,1152,4.0,103,446,4.0
2536,18,1691,3.1,41,83,3.1
2537,155,1587,3.3,184,433,3.3
2538,143,1424,3.5,81,365,3.5
2539,81,1383,4.3,15,263,4.3
2540,107,1665,4.0,32,637,4.0
2541,69,1023,3.6,29,267,3.6
2542,80,1616,4.1,231,318,4.1
2543,143,1617,3.3,81,392,3.3
2544,42,1253,4.5,38,624,4.5
2545,238,1611,4.4,66,148,4.4
2546,34,1689,3.4,4,508,3.4
2547,48,1148,4.2,146,469,4.2
2548,211,1611,4.0,246,148,4.0
2549,136,1233,3.1,35,600,3.1
2550,239,1530,3.6,158,288,3.6
2551,138,1020,5.0,229,484,5.0
2552,5,1173,3.2,226,9,3.2
2553,116,1661,4.0,118,146,4.0
2554,176,1571,4.7,19,353,4.7
2555,117,1118,3.6,68,615,3.6
2556,154,1366,3.5,40,76,3.5
2557,214,1660,4.8,132,642,4.8
2558,108,1337,3.6,230,581,3.6
2559,23,1512,4.3,53,141,4.3
2560,62,1137,4.5,119,274,4.5
2561,13,1287,4.6,39,63,4.6
2562,137,1472,5.0,114,99,5.0
2563,241,1544,4.6,205,118,4.6
2564,20,1395,4.3,213,198,4.3
2565,92,1017,4.8,124,47,4.8
2566,108,1088,4.8,230,580,4.8
2567,185,1040,4.9,10,448,4.9
2568,229,1098,4.6,248,620,4.6
2569,152,1413,3.4,216,596,3.4
2570,108,1031,4.4,230,534,4.4
2571,33,1064,3.2,123,682,3.2
2572,148,1362,3.6,127,629,3.6
2573,188,1546,3.2,101,68,3.2
2574,176,1510,4.9,19,39,4.9
2575,64,1438,3.7,87,679,3.7
2576,30,1370,4.4,88,305,4.4
2577,108,1307,4.1,230,453,4.1
2578,73,1326,3.2,63,74,3.2
2579,109,1327,4.1,238,126,4.1
2580,241,1174,4.3,205,149,4.3
2581,145,1330,4.8,103,683,4.8
2582,100,1571,3.1,121,353,3.1
2583,14,1424,3.6,176,365,3.6
2584,19,1558,4.4,3,584,4.4
2585,71,1571,3.1,2,353,3.1
2586,59,1603,3.4,54,488,3.4
2587,195,1688,3.4,244,616,3.4
2588,97,1585,4.3,218,77,4.3
2589,44,1180,3.6,155,220,3.6
2590,160,1390,4.2,227,210,4.2
2591,111,1100,4.9,61,57,4.9
2592,11,1261,4.6,228,206,4.6
2593,106,1195,3.7,206,80,3.7
2594,2,1380,3.9,164,464,3.9
2595,218,1691,3.4,140,83,3.4
2596,125,1559,3.0,173,668,3.0
2597,196,1017,3.6,84,47,3.6
2598,145,1376,3.7,103,531,3.7
2599,209,1230,4.1,156,572,4.1
2600,220,1393,4.9,145,648,4.9
2601,94,1329,4.9,30,171,4.9
2602,168,1669,3.1,128,167,3.1
2603,215,1689,4.2,242,508,4.2
2604,174,1447,3.1,122,504,3.1
2605,216,1645,4.3,64,321,4.3
2606,93,1615,3.2,201,645,3.2
2607,4,1154,4.9,209,12,4.9
2608,166,1292,4.7,106,6,4.7
2609,63,1185,3.0,70,594,3.0
2610,29,1371,4.6,98,248,4.6
2611,19,1178,4.3,3,598,4.3
2612,91,1414,4.0,93,275,4.0
2613,29,1086,4.2,98,426,4.2
2614,248,1506,4.4,199,314,4.4
2615,228,1690,4.8,142,71,4.8
2616,163,1185,4.5,162,594,4.5
2617,116,1348,4.2,118,107,4.2
2618,70,1648,4.6,223,28,4.6
2619,123,1493,5.0,194,390,5.0
2620,23,1059,3.6,53,617,3.6
2621,231,1072,3.2,159,335,3.2
2622,46,1307,4.5,8,453,4.5
2623,172,1252,5.0,149,84,5.0
2624,176,1482,3.2,19,27,3.2
2625,180,1206,3.9,97,34,3.9
2626,8,1185,3.1,150,594,3.1
2627,183,1581,4.6,234,41,4.6
2628,66,1303,4.9,239,253,4.9
2629,205,1096,4.0,134,610,4.0
2630,168,1187,3.8,128,257,3.8
2631,249,1503,4.8,21,621,4.8
2632,213,1305,3.3,65,181,3.3
2633,159,1571,4.8,131,353,4.8
2634,244,1067,3.8,20,193,3.8
2635,176,1246,4.1,19,604,4.1
2636,100,1578,4.1,121,665,4.1
2637,61,1424,4.2,225,365,4.2
2638,112,1417,4.9,99,355,4.9
2639,52,1061,4.9,152,123,4.9
2640,166,1273,4.7,106,96,4.7
2641,219,1021,3.4,46,614,3.4
2642,36,1028,3.7,165,297,3.7
2643,112,1097,4.0,99,505,4.0
2644,87,1378,4.8,120,202,4.8
2645,183,1461,4.0,234,602,4.0
2646,85,1202,5.0,86,0,5.0
2647,13,1482,5.0,39,27,5.0
2648,165,1655,4.2,105,214,4.2
2649,47,1443,4.8,175,203,4.8
2650,90,1585,5.0,14,77,5.0
2651,232,1514,4.7,52,379,4.7
2652,199,1550,4.3,200,165,4.3
2653,238,1436,4.7,66,522,4.7
2654,231,1251,3.2,159,308,3.2
2655,22,1303,4.3,136,253,4.3
2656,167,1271,3.4,74,262,3.4
2657,215,1160,3.2,242,174,3.2
2658,58,1128,4.8,111,438,4.8
2659,30,1411,4.3,88,276,4.3
2660,146,1029,3.5,96,586,3.5
2661,106,1278,3.8,206,104,3.8
2662,146,1345,4.9,96,290,4.9
2663,238,1224,4.7,66,304,4.7
2664,74,1502,3.0,195,509,3.0
2665,167,1178,5.0,74,598,5.0
2666,94,1317,3.7,30,278,3.7
2667,154,1616,4.4,40,318,4.4
2668,71,1357,4.4,2,519,4.4
2669,7,1293,4.8,25,403,4.8
2670,197,1078,4.8,181,383,4.8
2671,65,1004,3.6,75,483,3.6
2672,46,1213,4.3,8,437,4.3
2673,18,1399,3.8,41,684,3.8
2674,141,1157,4.1,203,603,4.1
2675,153,1203,4.1,224,240,4.1
2676,232,1329,3.8,52,171,3.8
2677,8,1122,3.9,150,153,3.9
2678,74,1079,3.4,195,119,3.4
2679,160,1685,4.2,227,87,4.2
2680,145,1427,4.5,103,13,4.5
2681,102,1397,3.9,236,641,3.9
2682,79,1479,5.0,47,555,5.0
2683,79,1230,3.1,47,572,3.1
2684,121,1012,4.2,222,345,4.2
2685,176,1185,4.2,19,594,4.2
2686,63,1181,3.1,70,133,3.1
2687,40,1519,3.4,80,582,3.4
2688,243,1200,4.8,57,62,4.8
2689,84,1218,4.1,147,86,4.1
2690,15,1354,3.9,178,228,3.9
2691,99,1486,3.8,90,537,3.8
2692,134,1553,4.8,82,298,4.8
